Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
831,2.369707346,-27.09104156,78.3,-1.269528359,-10.74712563,-92.227603,10.466032,6.11633,10.618099,11.8786,-11.432142,-3.659339,12.878899,-3.5008857,-22.23942,9.911328,-10.791664,0.4895151,-2.4939847,-3.1157968,10.905409,-3.5236251,15.525865,-36.77312,74.59719,6.7481894,-1.5836627,0.567176,0.1921008,-11.25456,23.833023,68.29895,-15.939272,-6.545221,16.575848
832,2.380309582,-27.0821743,78.3,-1.271585998,-10.71476279,-92.22036364,10.425391,6.1049123,10.611745,11.874331,-11.422311,-3.6531794,12.823574,-3.5165224,-22.242256,9.926698,-10.779971,0.48847526,-2.4914987,-3.1135318,10.89468,-3.4479787,15.589542,-36.697445,74.56787,6.7401886,-1.5733783,0.58868283,0.18541683,-11.275769,23.864536,68.29625,-15.92165,-6.537143,16.571108
833,2.396726847,-27.08329582,78.3,-1.268612925,-10.69347034,-92.21291547,10.3965,6.0881186,10.590858,11.872289,-11.413362,-3.6441948,12.792333,-3.5333443,-22.249277,9.930937,-10.76183,0.5032964,-2.479239,-3.1163702,10.888158,-3.3888848,15.644258,-36.641014,74.56329,6.7359405,-1.5685236,0.6113266,0.19644707,-11.293172,23.873158,68.28497,-15.916838,-6.5199685,16.558695
834,2.405088902,-27.08009148,78.3,-1.263634425,-10.67663738,-92.20592759,10.37368,6.0672235,10.5610285,11.870481,-11.404307,-3.634184,12.772004,-3.551782,-22.25766,9.931589,-10.7414055,0.52777356,-2.4652374,-3.121322,10.884318,-3.3300364,15.694822,-36.59109,74.55699,6.7369666,-1.5649085,0.63420385,0.21715218,-11.308468,23.87129,68.267,-15.918457,-6.4939327,16.542646
835,2.412955999,-27.08279228,78.3,-1.258094509,-10.65912558,-92.20102524,10.352168,6.0465255,10.5343485,11.866654,-11.395317,-3.6243405,12.754079,-3.5693047,-22.263966,9.929685,-10.722902,0.55305445,-2.4471688,-3.1270015,10.878112,-3.2733645,15.741061,-36.546677,74.55135,6.7363925,-1.5613027,0.65576494,0.24138592,-11.321895,23.865349,68.25452,-15.91901,-6.4655495,16.527325
836,2.423927307,-27.07952309,78.3,-1.254574531,-10.6358719,-92.19969783,10.32628,6.0302386,10.522704,11.861587,-11.387974,-3.6157196,12.728516,-3.5836742,-22.265005,9.929907,-10.712104,0.56992215,-2.421803,-3.129882,10.862866,-3.2262268,15.774506,-36.51179,74.55705,6.7251077,-1.5556692,0.67639256,0.26324138,-11.331326,23.861593,68.2615,-15.910503,-6.441359,16.517582
837,2.437804222,-27.07388115,78.3,-1.250189795,-10.60307811,-92.20457192,10.295552,6.0202055,10.534672,11.851723,-11.383216,-3.6098444,12.691302,-3.5935502,-22.257282,9.932055,-10.713181,0.57428575,-2.3854477,-3.1296983,10.833354,-3.1877983,15.796951,-36.48693,74.57409,6.696672,-1.5481496,0.69742364,0.2839905,-11.3373165,23.86131,68.2926,-15.883652,-6.421774,16.516434
838,2.448402882,-27.07723045,78.3,-1.246561066,-10.56452201,-92.21390905,10.262443,6.013856,10.562091,11.838622,-11.38011,-3.6055965,12.648756,-3.6002903,-22.243645,9.9351015,-10.723483,0.57171106,-2.3459291,-3.127953,10.797524,-3.1444814,15.817351,-36.46287,74.58063,6.6599493,-1.5379423,0.7174738,0.30545434,-11.342413,23.863934,68.334946,-15.845908,-6.403339,16.52193
839,2.450382948,-27.08070374,78.3,-1.243740462,-10.52523845,-92.22333085,10.22807,6.008811,10.5917,11.82604,-11.377174,-3.6008534,12.604057,-3.6064465,-22.229435,9.939234,-10.73382,0.5672516,-2.3112915,-3.1271126,10.765241,-3.092499,15.846064,-36.43406,74.566864,6.6247873,-1.5253731,0.73105365,0.32229996,-11.349136,23.87489,68.38091,-15.809078,-6.3880353,16.529964
840,2.447917223,-27.08893394,78.3,-1.242280489,-10.49124508,-92.22833791,10.193955,6.0031104,10.610365,11.819345,-11.373896,-3.5933554,12.563857,-3.6129692,-22.220531,9.942196,-10.7356615,0.5661895,-2.2746358,-3.125004,10.738893,-3.0632277,15.86029,-36.420338,74.57833,6.5945883,-1.5133865,0.7378551,0.33469754,-11.352728,23.880424,68.433525,-15.792471,-6.377784,16.533346
841,2.45430541,-27.08865166,78.3,-1.242140354,-10.46207419,-92.2282171,10.158339,5.996722,10.614717,11.819616,-11.369283,-3.581486,12.523377,-3.6214182,-22.217339,9.949615,-10.725904,0.5697762,-2.2599692,-3.1236427,10.7314825,-3.0033128,15.900364,-36.38544,74.53159,6.5817623,-1.4936107,0.7299875,0.33117682,-11.364929,23.91009,68.48111,-15.794622,-6.378408,16.535599
842,2.460680962,-27.08625412,78.3,-1.245307338,-10.436082,-92.22542814,10.121629,5.991778,10.611706,11.82578,-11.364891,-3.5669577,12.48519,-3.6284807,-22.217136,9.95481,-10.706946,0.5751747,-2.2322266,-3.1193569,10.726444,-2.9804008,15.915068,-36.37341,74.529724,6.5725274,-1.4739463,0.71623707,0.3248054,-11.371232,23.926144,68.543045,-15.818561,-6.388148,16.534462
843,2.468254089,-27.07567787,78.3,-1.245765334,-10.41361725,-92.21935246,10.08714,5.9845243,10.603834,11.832206,-11.359603,-3.5518532,12.450093,-3.6380095,-22.220984,9.961532,-10.688207,0.58179647,-2.2111316,-3.1143205,10.726577,-2.9579337,15.924995,-36.364986,74.522804,6.5666265,-1.4549363,0.69884765,0.31896737,-11.377165,23.941105,68.59899,-15.849938,-6.3930125,16.531399
844,2.477585077,-27.07201576,78.3,-1.245483761,-10.39537743,-92.20904196,10.057538,5.9728546,10.593371,11.835613,-11.353252,-3.5385907,12.423013,-3.6509793,-22.230087,9.967248,-10.676784,0.5889016,-2.2031798,-3.1114738,10.729445,-2.929113,15.933552,-36.35627,74.50699,6.561027,-1.443357,0.67998254,0.3187359,-11.383484,23.953377,68.63866,-15.877927,-6.3811316,16.527443
845,2.488743305,-27.0686264,78.3,-1.23908031,-10.37995785,-92.19434686,10.032635,5.954027,10.5806675,11.833363,-11.34399,-3.527755,12.401648,-3.6703804,-22.245806,9.974029,-10.676309,0.5951096,-2.207255,-3.1122732,10.732519,-2.8947508,15.941493,-36.351902,74.48364,6.5539737,-1.4409561,0.6606365,0.33218518,-11.389867,23.954556,68.649635,-15.909946,-6.3419557,16.520052
846,2.495386362,-27.06528091,78.3,-1.229492431,-10.36898562,-92.17619286,10.013419,5.930698,10.565088,11.827584,-11.3332205,-3.5183911,12.388261,-3.693325,-22.266848,9.977651,-10.680228,0.60113496,-2.2181156,-3.1170895,10.739993,-2.8686478,15.943949,-36.353363,74.468376,6.5472445,-1.4467847,0.63894683,0.3489975,-11.391997,23.948639,68.648315,-15.94428,-6.2879367,16.509329
847,2.503585815,-27.05893135,78.3,-1.218094021,-10.36152453,-92.15396407,9.99727,5.90522,10.545707,11.821056,-11.322469,-3.509295,12.377858,-3.7189298,-22.291632,9.986991,-10.689297,0.6095865,-2.2246244,-3.1190338,10.751519,-2.8335412,15.948656,-36.369484,74.429726,6.5417967,-1.4514523,0.6154328,0.38523942,-11.396395,23.918427,68.62483,-15.988289,-6.2252226,16.500912
848,2.51282239,-27.05187416,78.3,-1.211863657,-10.36372568,-92.12846965,9.990524,5.8836756,10.523515,11.817256,-11.315615,-3.5005825,12.384506,-3.7387135,-22.31714,9.987002,-10.693114,0.62282485,-2.2347715,-3.1201668,10.776595,-2.811365,15.949736,-36.389183,74.39814,6.5351334,-1.457778,0.5899038,0.40518022,-11.398413,23.895136,68.62681,-16.008804,-6.1810255,16.497627
849,2.527938128,-27.04479599,78.3,-1.210713578,-10.37783265,-92.09886384,9.995114,5.8676276,10.498684,11.817234,-11.315009,-3.4923906,12.409981,-3.7515056,-22.343052,9.979759,-10.691938,0.6440508,-2.2538588,-3.118796,10.817481,-2.791952,15.94894,-36.403503,74.36202,6.532911,-1.4637078,0.5606235,0.40957263,-11.398761,23.884314,68.65526,-16.001043,-6.155011,16.501732
850,2.53652215,-27.04133987,78.3,-1.213439047,-10.40160792,-92.06489543,10.009198,5.8543506,10.470731,11.818995,-11.318141,-3.4848986,12.451747,-3.7598345,-22.370869,9.96606,-10.688537,0.6710979,-2.2763147,-3.1148741,10.870971,-2.7750108,15.947022,-36.423584,74.31965,6.531231,-1.4704534,0.52848774,0.40650547,-11.398623,23.872986,68.69803,-15.975745,-6.1393056,16.51159
851,2.543100119,-27.03421974,78.3,-1.215970428,-10.42963626,-92.02839145,10.026149,5.8423567,10.438619,11.823508,-11.322618,-3.4771042,12.500918,-3.7659633,-22.401226,9.946427,-10.681068,0.698251,-2.2860959,-3.105283,10.928447,-2.768294,15.937751,-36.47142,74.27748,6.5215497,-1.475601,0.49891984,0.40196222,-11.396077,23.841145,68.75112,-15.948468,-6.1330576,16.523119
852,2.543280363,-27.03340912,78.3,-1.215299123,-10.45247257,-91.99427145,10.036862,5.826863,10.404909,11.827789,-11.323257,-3.467751,12.533793,-3.7790978,-22.430885,9.944216,-10.679873,0.71967626,-2.3156943,-3.1066406,10.980624,-2.7563698,15.934646,-36.4831,74.2313,6.5267754,-1.4848812,0.46997714,0.40581793,-11.395081,23.832172,68.780426,-15.924713,-6.12921,16.530739
853,2.545274258,-27.0264473,78.3,-1.215590069,-10.48211682,-91.95381597,10.049517,5.8098164,10.357433,11.8387375,-11.323078,-3.4566283,12.576,-3.7929685,-22.469715,9.935245,-10.673158,0.7346257,-2.340025,-3.0992937,11.041089,-2.7457833,15.92387,-36.512062,74.169846,6.5290194,-1.4875122,0.4484569,0.39935496,-11.390775,23.792952,68.82296,-15.918056,-6.135799,16.534641
854,2.557757139,-27.01537323,78.3,-1.213295537,-10.51324259,-91.91175891,10.061714,5.7903647,10.303323,11.852309,-11.321603,-3.4440892,12.613744,-3.8115146,-22.511158,9.937078,-10.669396,0.7457042,-2.3589902,-3.0954928,11.102664,-2.7521014,15.902891,-36.544865,74.123474,6.5374804,-1.4918787,0.4302961,0.40414158,-11.3818445,23.735771,68.85473,-15.92195,-6.1493154,16.536371
855,2.568655014,-27.01028824,78.3,-1.209983167,-10.53575209,-91.87389462,10.06523,5.770421,10.253891,11.864605,-11.31744,-3.430901,12.637133,-3.8318534,-22.549654,9.943689,-10.666919,0.75328773,-2.3861618,-3.0931575,11.154237,-2.7487648,15.884137,-36.565113,74.06361,6.5491195,-1.4962989,0.41517165,0.40690905,-11.37387,23.69508,68.879745,-15.924653,-6.163982,16.535765
856,2.573184729,-27.0003643,78.3,-1.205538711,-10.53767762,-91.84900709,10.052507,5.7517843,10.223239,11.868863,-11.308346,-3.4179404,12.633188,-3.8512998,-22.576359,9.950289,-10.663432,0.75752014,-2.4115655,-3.0958948,11.183981,-2.7408843,15.875531,-36.573597,73.99804,6.561074,-1.5067827,0.3989947,0.4142122,-11.37026,23.682194,68.88516,-15.921498,-6.175479,16.535067
857,2.576132536,-26.99582863,78.3,-1.196316358,-10.50582997,-91.84059914,10.007318,5.7346044,10.216173,11.869506,-11.29489,-3.4045393,12.584293,-3.8711154,-22.590046,9.960013,-10.661493,0.75702477,-2.4127276,-3.0931435,11.178626,-2.733119,15.862666,-36.59355,73.924484,6.574356,-1.5150572,0.39140815,0.4227893,-11.3650875,23.66273,68.883575,-15.934248,-6.182606,16.526997
858,2.578496695,-26.99419785,78.3,-1.184799621,-10.45043903,-91.84550882,9.941726,5.7170253,10.227308,11.86251,-11.275194,-3.3905962,12.501608,-3.892926,-22.592861,9.97557,-10.661958,0.7520575,-2.3862724,-3.0911577,11.140114,-2.7533264,15.824828,-36.63892,73.89129,6.581635,-1.528524,0.39099032,0.44667274,-11.35199,23.63782,68.86973,-15.953008,-6.18611,16.51269
859,2.584587812,-26.98660851,78.3,-1.174118239,-10.39188108,-91.85332768,9.874257,5.701684,10.243846,11.854477,-11.255933,-3.377357,12.415037,-3.9123843,-22.591154,9.989098,-10.659853,0.7459375,-2.3699992,-3.0881515,11.097267,-2.7664223,15.788123,-36.671013,73.850555,6.5896606,-1.5420425,0.3915673,0.46316034,-11.341961,23.633759,68.8557,-15.966375,-6.189573,16.500845
860,2.591871023,-26.98023224,78.3,-1.167389265,-10.35031252,-91.85478123,9.823918,5.6904087,10.254368,11.850108,-11.242636,-3.3659527,12.350688,-3.9273129,-22.590355,10.00064,-10.654127,0.7417517,-2.366766,-3.08305,11.076601,-2.771939,15.766366,-36.694572,73.79098,6.594064,-1.5543486,0.38635167,0.470519,-11.33674,23.637592,68.843994,-15.972099,-6.197587,16.501339
861,2.590935707,-26.97793007,78.3,-1.166534948,-10.3338962,-91.84679486,9.798751,5.6849494,10.256978,11.851397,-11.238017,-3.356504,12.318214,-3.9358985,-22.589184,10.011102,-10.643523,0.73973584,-2.3727424,-3.072627,11.081468,-2.7792652,15.744697,-36.72033,73.72876,6.587582,-1.5614036,0.37684295,0.465632,-11.332054,23.641825,68.84951,-15.969479,-6.212255,16.518717
862,2.593027353,-26.97846985,78.3,-1.169568296,-10.33074475,-91.83436933,9.786891,5.68397,10.257494,11.856839,-11.239369,-3.3483777,12.302461,-3.9398532,-22.585566,10.019994,-10.628722,0.73846126,-2.377339,-3.0558295,11.094534,-2.8032975,15.708767,-36.758755,73.69024,6.5698824,-1.5661352,0.3681927,0.45512605,-11.324938,23.643461,68.87005,-15.9628105,-6.230711,16.545712
863,2.599657297,-26.96921158,78.3,-1.174261786,-10.33179722,-91.82083595,9.780521,5.683651,10.255761,11.860476,-11.241284,-3.3417966,12.293746,-3.9422953,-22.583902,10.026816,-10.613285,0.73861355,-2.3928308,-3.0422947,11.122348,-2.811969,15.695142,-36.778126,73.61749,6.563737,-1.5727513,0.354651,0.44297838,-11.322483,23.64905,68.87303,-15.960594,-6.248972,16.575796
864,2.603558302,-26.96783829,78.3,-1.176110944,-10.32700114,-91.80970122,9.767303,5.6812134,10.251731,11.863599,-11.24229,-3.3368988,12.280419,-3.9458249,-22.588264,10.030192,-10.600022,0.7409032,-2.3971584,-3.0251281,11.133396,-2.8499177,15.657901,-36.833065,73.59361,6.549692,-1.5875952,0.35048705,0.4294378,-11.31584,23.655268,68.88582,-15.954701,-6.263097,16.589968
865,2.608810425,-26.96305466,78.3,-1.174678321,-10.31670739,-91.79951749,9.749702,5.6743727,10.242762,11.859671,-11.240086,-3.334383,12.266068,-3.9513898,-22.604559,10.025737,-10.589708,0.74798733,-2.4067922,-3.0111766,11.146688,-2.8891666,15.622791,-36.88321,73.56357,6.558354,-1.6138896,0.3505186,0.42312616,-11.31009,23.657951,68.86837,-15.964458,-6.268962,16.58717
866,2.613263845,-26.96039391,78.3,-1.173039917,-10.30493154,-91.78890948,9.731062,5.6653914,10.229498,11.852042,-11.236968,-3.3340693,12.253814,-3.957477,-22.62901,10.017229,-10.582147,0.75867563,-2.4260302,-2.9999194,11.166805,-2.917998,15.602402,-36.923058,73.5098,6.583286,-1.647101,0.3512276,0.4154983,-11.306826,23.66496,68.8313,-15.981233,-6.270408,16.575508
867,2.611543894,-26.94826126,78.3,-1.170283018,-10.28936797,-91.7820729,9.709287,5.656209,10.217936,11.844065,-11.231866,-3.3342416,12.236026,-3.9641109,-22.651451,10.009715,-10.574297,0.76797885,-2.4461899,-2.9907029,11.184747,-2.9468977,15.590685,-36.95741,73.453384,6.612226,-1.6811641,0.35031146,0.40571752,-11.304841,23.675297,68.79083,-15.999912,-6.270991,16.561787
868,2.615926504,-26.93833923,78.3,-1.16579701,-10.26744246,-91.78209125,9.681554,5.648833,10.213338,11.838926,-11.223167,-3.3331916,12.20632,-3.9706423,-22.662527,10.008505,-10.564447,0.77116525,-2.4439697,-2.9780576,11.182643,-2.9929056,15.565969,-37.02995,73.4266,6.6138196,-1.7041156,0.35251573,0.39984104,-11.301193,23.692305,68.768845,-15.999535,-6.2710977,16.54705
869,2.619207621,-26.93231773,78.3,-1.161512862,-10.23498815,-91.79501968,9.645742,5.6438603,10.221697,11.835235,-11.207449,-3.33099,12.154808,-3.978085,-22.654339,10.018946,-10.550661,0.7636373,-2.4413152,-2.964907,11.176649,-3.0204127,15.556609,-37.066795,73.36774,6.6323333,-1.7102402,0.34679487,0.37977636,-11.300215,23.712147,68.75793,-16.006878,-6.2736053,16.539255
870,2.617586851,-26.93291664,78.3,-1.156544363,-10.19266908,-91.81789816,9.601313,5.639419,10.239522,11.832857,-11.186818,-3.3281252,12.082391,-3.9886208,-22.632832,10.04548,-10.539136,0.7491998,-2.419113,-2.947622,11.137537,-3.065767,15.522511,-37.154583,73.35257,6.615595,-1.7063574,0.34671444,0.3624731,-11.298476,23.76056,68.77261,-15.98388,-6.2740593,16.52412
871,2.619724274,-26.93425751,78.3,-1.152487095,-10.15283348,-91.83826423,9.558843,5.636314,10.254581,11.831356,-11.165736,-3.324563,12.018577,-3.9955618,-22.612627,10.060855,-10.5227,0.73504555,-2.409208,-2.9330673,11.121021,-3.0970826,15.511902,-37.189327,73.29896,6.6287246,-1.7010654,0.34055775,0.3343121,-11.298623,23.788567,68.77632,-15.981872,-6.27653,16.51964
872,2.6259799,-26.93397141,78.3,-1.148147458,-10.12226031,-91.84630732,9.521457,5.631556,10.257532,11.832699,-11.150095,-3.3193908,11.968718,-4.0039744,-22.604614,10.077514,-10.513958,0.7287774,-2.4085479,-2.9213421,11.108236,-3.13619,15.499003,-37.236416,73.26215,6.618084,-1.7028726,0.3415841,0.3068215,-11.2991705,23.827,68.78223,-15.957734,-6.277688,16.51906
873,2.625643015,-26.92284584,78.3,-1.145678253,-10.10910085,-91.83199783,9.494548,5.6250324,10.238964,11.839952,-11.142636,-3.3101337,11.953422,-4.010249,-22.618368,10.076929,-10.507,0.7355509,-2.423454,-2.9134579,11.114677,-3.1898959,15.481634,-37.285507,73.243095,6.585814,-1.7173475,0.349576,0.28110757,-11.300205,23.860334,68.78394,-15.9151745,-6.2798076,16.530437
874,2.624226332,-26.91661644,78.3,-1.14435631,-10.1070945,-91.80312728,9.474943,5.617603,10.20673,11.849624,-11.139117,-3.2979867,11.960934,-4.014292,-22.64542,10.064389,-10.500899,0.75033057,-2.4462144,-2.905543,11.13586,-3.2543273,15.459234,-37.330284,73.233696,6.544549,-1.7370812,0.36322594,0.25496274,-11.302201,23.881096,68.7838,-15.865917,-6.2824593,16.550741
875,2.619317293,-26.9140358,78.3,-1.142560284,-10.10510375,-91.77495805,9.455772,5.6113195,10.17438,11.858494,-11.137123,-3.2880206,11.968344,-4.0175967,-22.672684,10.053035,-10.497264,0.7650741,-2.4714057,-2.9022262,11.161487,-3.3167896,15.449633,-37.355263,73.220604,6.517476,-1.7595704,0.37475267,0.22976002,-11.3033695,23.89245,68.77469,-15.829873,-6.2837486,16.573128
876,2.615916252,-26.9102459,78.3,-1.143878399,-10.09326758,-91.76068172,9.430749,5.6102853,10.153963,11.8637295,-11.134482,-3.2856052,11.962591,-4.0156727,-22.689535,10.038549,-10.489811,0.7715686,-2.4730847,-2.8900514,11.1678095,-3.402347,15.414248,-37.4095,73.248985,6.4926453,-1.7758727,0.39108577,0.21656744,-11.308325,23.903051,68.759766,-15.802446,-6.2780766,16.581884
877,2.614671469,-26.90706253,78.3,-1.144086442,-10.0651425,-91.77006641,9.400794,5.6141863,10.15334,11.8548,-11.127485,-3.2962112,11.927813,-4.011437,-22.688766,10.035971,-10.485125,0.7654383,-2.4717052,-2.8792596,11.160926,-3.4545162,15.402021,-37.430874,73.239075,6.5138884,-1.7807518,0.40532994,0.20084621,-11.310873,23.917404,68.73107,-15.81676,-6.2616954,16.576815
878,2.611169577,-26.90042877,78.3,-1.145297965,-10.02757514,-91.79340977,9.367051,5.6225753,10.16387,11.83832,-11.118794,-3.315723,11.879041,-4.0033784,-22.6783,10.034971,-10.480528,0.7516439,-2.4616125,-2.8674812,11.142086,-3.4999354,15.393535,-37.44709,73.22771,6.5561247,-1.7805552,0.4207872,0.18986745,-11.313203,23.933056,68.69196,-15.852222,-6.2375464,16.562624
879,2.613513231,-26.90434074,78.3,-1.146771161,-9.989463697,-91.81767547,9.332976,5.631443,10.176757,11.822489,-11.110674,-3.334471,11.829569,-3.9946094,-22.665901,10.032471,-10.474587,0.736927,-2.4523296,-2.8548436,11.11951,-3.5444684,15.384121,-37.461708,73.22027,6.597916,-1.7768866,0.43518147,0.17703284,-11.316774,23.95161,68.65829,-15.887164,-6.2147083,16.543783
880,2.613327742,-26.90077782,78.3,-1.146293522,-9.957572822,-91.8314478,9.301066,5.634865,10.184734,11.812025,-11.102953,-3.3425038,11.784474,-3.9922838,-22.65715,10.038675,-10.472417,0.72807574,-2.4479504,-2.8487,11.106223,-3.604446,15.375571,-37.472343,73.22766,6.6247096,-1.777585,0.4411599,0.16481917,-11.320489,23.97058,68.6258,-15.900111,-6.1995296,16.527102
881,2.614183426,-26.89218521,78.3,-1.145300524,-9.936318862,-91.82744993,9.271304,5.6318913,10.183468,11.813508,-11.098308,-3.3339045,11.755735,-3.9944117,-22.656374,10.038761,-10.46705,0.7279875,-2.4571621,-2.844107,11.104113,-3.6582205,15.370503,-37.472084,73.2231,6.6373143,-1.7763454,0.43630323,0.14317031,-11.323452,23.981146,68.61288,-15.895804,-6.1986423,16.51155
882,2.612796545,-26.88675308,78.3,-1.143483506,-9.919803294,-91.81362031,9.24108,5.625029,10.178085,11.823277,-11.096234,-3.3149238,11.732532,-4.000297,-22.658838,10.040672,-10.462245,0.73263067,-2.4744492,-2.8431444,11.111557,-3.7274406,15.365121,-37.462868,73.23226,6.6395874,-1.7778018,0.4201948,0.11289063,-11.327185,23.992796,68.60807,-15.87368,-6.2065206,16.495735
883,2.607759953,-26.87966919,78.3,-1.140815284,-9.907506375,-91.79745206,9.214274,5.6182466,10.171449,11.835021,-11.094258,-3.2948382,11.714828,-4.0061994,-22.662445,10.042052,-10.456591,0.73836404,-2.4992695,-2.841146,11.124674,-3.7969122,15.355738,-37.44124,73.24301,6.64144,-1.7789941,0.40630296,0.07447118,-11.334355,24.010397,68.613014,-15.845316,-6.218668,16.482897
884,2.609821796,-26.87841606,78.3,-1.13982354,-9.89958557,-91.786614,9.198006,5.614541,10.167592,11.83877,-11.088922,-3.2830048,11.702692,-4.009206,-22.664104,10.041469,-10.448989,0.7414561,-2.5097165,-2.8384182,11.126006,-3.8379683,15.354109,-37.437225,73.234344,6.6435695,-1.7759289,0.4096016,0.056399923,-11.336468,24.01713,68.61901,-15.831783,-6.2265854,16.475414
885,2.606561661,-26.87347031,78.3,-1.140938106,-9.894712511,-91.78025146,9.183949,5.617426,10.163726,11.8479185,-11.085144,-3.282525,11.692999,-4.008516,-22.66564,10.044745,-10.440865,0.740421,-2.5291362,-2.8355162,11.152826,-3.9155316,15.347323,-37.421467,73.24796,6.639011,-1.7758752,0.42599934,-0.001244021,-11.34506,24.054468,68.64922,-15.798649,-6.241172,16.47444
886,2.603347301,-26.8706913,78.3,-1.140708248,-9.896250145,-91.7775915,9.181959,5.622558,10.162074,11.850399,-11.077731,-3.288406,11.6914425,-4.0058765,-22.66536,10.047875,-10.43141,0.73760945,-2.5406106,-2.8305593,11.17012,-3.968177,15.341967,-37.416904,73.2482,6.632063,-1.7722411,0.45808443,-0.04290367,-11.354024,24.090122,68.68532,-15.7740755,-6.2542324,16.47952
887,2.596433163,-26.8792057,78.3,-1.141266914,-9.897024858,-91.77692061,9.180286,5.628977,10.161005,11.851337,-11.070577,-3.2968552,11.688238,-4.0021157,-22.665232,10.050147,-10.421636,0.734178,-2.540432,-2.8268094,11.184339,-4.016799,15.341016,-37.42008,73.243385,6.6271825,-1.766354,0.49486917,-0.07129113,-11.357178,24.105944,68.71316,-15.760893,-6.2652197,16.485567
888,2.592512131,-26.8746109,78.3,-1.141213281,-9.892636611,-91.7780152,9.173413,5.6347833,10.160148,11.849934,-11.064863,-3.3041654,11.679166,-3.9974427,-22.665995,10.0487795,-10.412939,0.73158085,-2.5401678,-2.8230877,11.188808,-4.058027,15.340884,-37.422565,73.23688,6.623356,-1.759822,0.52762973,-0.09163889,-11.358895,24.116636,68.73005,-15.747731,-6.269525,16.486414
889,2.588662624,-26.86686516,78.3,-1.143332316,-9.878134853,-91.781429,9.155075,5.6412377,10.159195,11.84662,-11.062603,-3.3104696,11.658556,-3.990085,-22.66854,10.04133,-10.405437,0.7314835,-2.5479574,-2.8218038,11.205264,-4.1357956,15.340266,-37.427467,73.25118,6.598607,-1.7533801,0.56243473,-0.13609575,-11.367429,24.156813,68.73833,-15.689128,-6.2727513,16.479202
890,2.586399317,-26.86122131,78.3,-1.145797933,-9.859022195,-91.78596843,9.131935,5.648308,10.157312,11.841542,-11.062963,-3.3172734,11.633899,-3.9807618,-22.67339,10.027992,-10.397927,0.7331343,-2.5566795,-2.8192842,11.20656,-4.1956234,15.340198,-37.426483,73.259056,6.5791206,-1.746184,0.59765106,-0.15864518,-11.376085,24.191303,68.72556,-15.627559,-6.2679334,16.469887
891,2.582264423,-26.86353874,78.3,-1.147417952,-9.837311856,-91.79282927,9.106738,5.654463,10.157387,11.834846,-11.061957,-3.3233035,11.602981,-3.972634,-22.676409,10.017874,-10.391612,0.73244435,-2.561486,-2.8170109,11.203846,-4.2500105,15.340867,-37.423786,73.263054,6.567579,-1.7373885,0.62988776,-0.17564085,-11.382276,24.20891,68.70925,-15.589838,-6.2607746,16.458065
892,2.575185776,-26.85328484,78.3,-1.147177528,-9.816334589,-91.80199639,9.083116,5.6586323,10.160826,11.8299885,-11.058485,-3.3273997,11.568741,-3.9679978,-22.675127,10.014377,-10.385354,0.72559637,-2.56778,-2.8150616,11.197265,-4.296699,15.3416815,-37.41887,73.26554,6.5627756,-1.7296944,0.6519647,-0.19029547,-11.386627,24.216312,68.6969,-15.589325,-6.2531533,16.446342
893,2.575199604,-26.85230637,78.3,-1.144341239,-9.792941672,-91.81852326,9.0577545,5.66075,10.172163,11.828292,-11.051353,-3.328315,11.522074,-3.9685152,-22.66404,10.023586,-10.378858,0.7067109,-2.5769625,-2.8123233,11.185977,-4.338053,15.342513,-37.406868,73.26876,6.5679445,-1.7226309,0.6586175,-0.20560677,-11.390466,24.211363,68.68773,-15.6498375,-6.2436366,16.433657
894,2.570031404,-26.84067726,78.3,-1.138059341,-9.765298211,-91.84207912,9.029375,5.659168,10.190459,11.826816,-11.041262,-3.3265953,11.456772,-3.9772527,-22.644798,10.056385,-10.38029,0.679759,-2.5856702,-2.8079066,11.181289,-4.380812,15.344318,-37.37118,73.265625,6.5965314,-1.7164897,0.65131456,-0.22332422,-11.399566,24.172712,68.67004,-15.77221,-6.2336287,16.424322
895,2.567072392,-26.83854103,78.3,-1.131688665,-9.742313722,-91.85998482,9.004543,5.6573195,10.205204,11.826391,-11.030029,-3.3248653,11.401165,-3.9850485,-22.629137,10.082836,-10.378815,0.65457594,-2.59024,-2.801274,11.184391,-4.4209437,15.347395,-37.33594,73.254425,6.632466,-1.7129902,0.6405128,-0.23362994,-11.414269,24.116066,68.64548,-15.901017,-6.2266097,16.41925
