Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
209,-0.031905986,6.913547993,2.759514809,-16.54794268,-82.94511612,-72.96262667,-12.809539,16.36906,23.43773,14.957304,27.790794,-15.000033,-14.362915,-19.653444,-25.33081,21.703035,21.20262,6.391219,-1.4382896,-3.5468903,-1.6462752,8.625813,26.241976,-24.025997,69.28971,17.495949,11.375492,1.975423,8.04948,-18.769703,7.56138,75.09405,-53.617138,3.6664002,11.506892
210,-0.033988059,6.909610271,2.763545275,-16.55357957,-82.93816529,-72.97262986,-12.8289585,16.396433,23.45589,14.99363,27.748531,-15.000033,-14.354902,-19.630991,-25.34479,21.684437,21.214376,6.3901987,-1.4662089,-3.5309083,-1.657556,8.655691,26.238937,-24.002495,69.27996,17.5139,11.381672,1.9808052,8.031621,-18.771223,7.567277,75.10866,-53.634293,3.6610703,11.520518
211,-0.037654031,6.907314777,2.766640425,-16.55402902,-82.93165686,-72.98545978,-12.8445835,16.421452,23.47835,15.025126,27.706768,-15.000033,-14.348649,-19.61005,-25.355152,21.668255,21.224098,6.388603,-1.4893504,-3.5172412,-1.6652946,8.678427,26.235996,-23.982,69.27439,17.530573,11.387026,1.9862773,8.016248,-18.771372,7.5537286,75.12213,-53.6662,3.650444,11.533098
212,-0.039938405,6.907466888,2.770175695,-16.55188418,-82.92665556,-72.99462631,-12.853542,16.43562,23.493586,15.042991,27.683006,-15.000033,-14.347146,-19.597544,-25.357796,21.659527,21.230543,6.3879566,-1.503412,-3.5104785,-1.6677165,8.692555,26.233715,-23.970823,69.27207,17.548403,11.3903475,1.992823,8.008166,-18.77102,7.543713,75.12617,-53.68642,3.642255,11.540522
213,-0.042034067,6.907698631,2.773498297,-16.5351046,-82.92430551,-73.01199211,-12.8572,16.439579,23.495937,15.05032,27.680058,-15.000033,-14.348833,-19.592363,-25.351923,21.655735,21.234722,6.3884287,-1.5089449,-3.5096052,-1.6620644,8.700998,26.231184,-23.963991,69.26886,17.572193,11.390912,2.0014358,8.003893,-18.770916,7.543023,75.12149,-53.690453,3.6356966,11.541137
214,-0.042944126,6.907431602,2.775252342,-16.52286693,-82.92296909,-73.02047934,-12.855306,16.435278,23.492826,15.047046,27.690773,-15.000033,-14.354123,-19.592966,-25.338984,21.65702,21.236341,6.389422,-1.5134705,-3.5140343,-1.6562222,8.706797,26.228674,-23.961855,69.27063,17.594933,11.389751,2.011361,8.000292,-18.771296,7.55566,75.116066,-53.680706,3.628847,11.537909
215,-0.03850539,6.90929985,2.774927855,-16.50288295,-82.92201585,-73.03520572,-12.847853,16.425934,23.48925,15.031845,27.711374,-15.000033,-14.360439,-19.595987,-25.323769,21.658352,21.238214,6.390213,-1.5177747,-3.5208411,-1.6515669,8.710928,26.226309,-23.96247,69.27672,17.614763,11.386556,2.0218399,7.9973407,-18.772045,7.5756593,75.11014,-53.66525,3.6244533,11.532529
216,-0.038423896,6.908380032,2.776521206,-16.47128346,-82.9205572,-73.06172198,-12.847758,16.420881,23.485655,15.03,27.723772,-15.000033,-14.369622,-19.599264,-25.310057,21.664583,21.237236,6.389997,-1.5251304,-3.5257738,-1.6495852,8.717083,26.22257,-23.960327,69.28413,17.632568,11.381753,2.0328906,7.992464,-18.773365,7.599512,75.105286,-53.652668,3.6253724,11.525966
217,-0.038215872,6.911601067,2.778931856,-16.43184233,-82.91759697,-73.09684085,-12.843116,16.413767,23.484217,15.01467,27.744116,-15.000033,-14.378221,-19.601254,-25.29926,21.665491,21.240503,6.3885927,-1.5309318,-3.5289874,-1.648116,8.724932,26.219608,-23.954517,69.29023,17.647717,11.373661,2.0453012,7.987927,-18.77406,7.61939,75.09769,-53.64642,3.635101,11.517462
218,-0.034744605,6.913031101,2.777709484,-16.38720435,-82.9145751,-73.13854397,-12.84719,16.411438,23.478497,15.0156,27.758274,-15.000033,-14.389683,-19.60293,-25.289265,21.670969,21.241713,6.3855495,-1.5290619,-3.5301118,-1.6433427,8.728806,26.217758,-23.951572,69.2933,17.660934,11.364715,2.0568576,7.987173,-18.774338,7.628362,75.085106,-53.648964,3.6482172,11.507088
219,-0.035884757,6.909951687,2.77983284,-16.33975943,-82.91037297,-73.17988012,-12.843827,16.40385,23.480213,15.000435,27.777378,-15.000033,-14.4016905,-19.607418,-25.278803,21.676208,21.24225,6.38332,-1.551121,-3.532285,-1.6453422,8.749708,26.209455,-23.925095,69.298805,17.681608,11.352473,2.0725954,7.975595,-18.77468,7.666488,75.077446,-53.64346,3.6681538,11.496032
220,-0.035499461,6.910963535,2.779934645,-16.33358489,-82.90662465,-73.18620936,-12.84377,16.404213,23.485973,14.995982,27.782503,-15.000033,-14.406553,-19.60733,-25.275145,21.677551,21.241236,6.3813257,-1.5733726,-3.5295994,-1.6455593,8.770446,26.20377,-23.905174,69.3007,17.708876,11.342312,2.08296,7.9564376,-18.774353,7.6742773,75.08605,-53.658367,3.6736243,11.48843
221,-0.03788355,6.909675121,2.783365488,-16.37697868,-82.90260953,-73.14723368,-12.844737,16.413374,23.504332,14.999923,27.767986,-15.000033,-14.402321,-19.601574,-25.278656,21.672726,21.238914,6.3823853,-1.6071053,-3.5221198,-1.6498917,8.795172,26.199694,-23.888418,69.30557,17.742298,11.331695,2.0868747,7.9351573,-18.773134,7.6592917,75.10685,-53.692677,3.6627173,11.486564
222,-0.037325189,6.907814026,2.786333561,-16.44917808,-82.89883253,-73.08478165,-12.847565,16.43013,23.53057,15.011937,27.738768,-15.000033,-14.391042,-19.59104,-25.288279,21.662935,21.235783,6.385077,-1.6500044,-3.5064795,-1.6469092,8.834291,26.19088,-23.852257,69.29294,17.796574,11.32282,2.0892642,7.8905234,-18.76817,7.6045246,75.15298,-53.763577,3.638872,11.484912
223,-0.037845563,6.909000874,2.7874403,-16.53655631,-82.89487712,-73.00534935,-12.848588,16.444324,23.555307,15.019496,27.712902,-15.000033,-14.379615,-19.583193,-25.299456,21.655565,21.229776,6.3857656,-1.6899241,-3.4949126,-1.6475631,8.861257,26.185932,-23.832983,69.2954,17.84658,11.313303,2.0906172,7.8639216,-18.764257,7.5600553,75.18229,-53.821266,3.6171215,11.486736
224,-0.036669854,6.910609245,2.788762331,-16.62529535,-82.89034795,-72.91965277,-12.846438,16.448483,23.566721,15.013462,27.7072,-15.000033,-14.3730755,-19.58327,-25.309875,21.654884,21.220058,6.380388,-1.7188126,-3.4898322,-1.6439053,8.879182,26.180248,-23.821198,69.30047,17.89584,11.306223,2.096223,7.848018,-18.759262,7.529414,75.19221,-53.85421,3.6062603,11.489069
225,-0.034799691,6.911072731,2.7908113,-16.6978894,-82.88611642,-72.84454614,-12.84785,16.442099,23.552061,15.004979,27.724276,-15.000033,-14.376037,-19.595367,-25.319775,21.670216,21.200243,6.3627462,-1.733092,-3.4915814,-1.6317962,8.884262,26.177296,-23.81913,69.3061,17.94525,11.3027315,2.1085465,7.845427,-18.756874,7.524462,75.17459,-53.85825,3.6100066,11.491305
226,-0.035361577,6.911251068,2.791507006,-16.7801553,-82.88089302,-72.7495912,-12.839939,16.417662,23.525343,14.969279,27.768967,-15.000033,-14.386844,-19.622309,-25.32774,21.699423,21.171972,6.3377995,-1.7434821,-3.5051684,-1.6190375,8.87807,26.171185,-23.822285,69.32436,17.99491,11.300648,2.1268291,7.860474,-18.75307,7.5460916,75.12886,-53.831493,3.627607,11.496315
227,-0.034790233,6.914512634,2.792276382,-16.85645246,-82.87668883,-72.66433829,-12.833027,16.39837,23.498178,14.937526,27.811789,-15.000033,-14.39246,-19.642853,-25.337757,21.718693,21.149702,6.314305,-1.7510353,-3.5142543,-1.6038606,8.874782,26.16859,-23.828691,69.33695,18.046808,11.299391,2.1439736,7.8702736,-18.751972,7.570897,75.08712,-53.80019,3.6447868,11.501661
228,-0.034746349,6.915631771,2.792316914,-16.91451863,-82.87500132,-72.59766259,-12.8258095,16.38506,23.491198,14.919837,27.831692,-15.000033,-14.397733,-19.660923,-25.340225,21.739294,21.13013,6.3039813,-1.7791109,-3.5262415,-1.6067951,8.877333,26.158098,-23.838757,69.37283,18.095148,11.296147,2.1598132,7.8679566,-18.749456,7.6459274,75.06845,-53.747868,3.6655302,11.505876
229,-0.031612821,6.912878036,2.792519808,-16.956104,-82.87796657,-72.55829184,-12.819223,16.39148,23.50953,14.9246435,27.81856,-15.000033,-14.388095,-19.65993,-25.341682,21.736708,21.12758,6.3126163,-1.7964365,-3.525986,-1.5900073,8.888192,26.154135,-23.842829,69.378685,18.162436,11.292386,2.166219,7.8606834,-18.749023,7.665398,75.04978,-53.7375,3.6741545,11.513363
230,-0.029048933,6.91274929,2.795906067,-16.99409519,-82.88377,-72.52585565,-12.811613,16.407167,23.544336,14.941526,27.786097,-15.000033,-14.371395,-19.6508,-25.340492,21.724222,21.133663,6.334029,-1.8162436,-3.5223367,-1.5728972,8.903735,26.15049,-23.848557,69.38382,18.235306,11.287916,2.1690738,7.8481603,-18.748909,7.687074,75.03798,-53.727432,3.6826923,11.522932
231,-0.027460087,6.916460991,2.800183535,-17.01579344,-82.89043063,-72.51293752,-12.805823,16.42814,23.582941,14.965089,27.746496,-15.000033,-14.352743,-19.636,-25.33852,21.706085,21.143377,6.356486,-1.83909,-3.5150352,-1.5590572,8.92398,26.143724,-23.856348,69.389565,18.316023,11.282925,2.1722517,7.8294573,-18.74913,7.718131,75.03578,-53.719692,3.6896143,11.530396
232,-0.027147852,6.915788174,2.803211212,-17.03222555,-82.89402928,-72.50381166,-12.802454,16.445087,23.613922,14.982567,27.715645,-15.000033,-14.341168,-19.623045,-25.335598,21.69273,21.148926,6.368993,-1.8627502,-3.5078828,-1.5514687,8.94418,26.13458,-23.864996,69.40182,18.411415,11.27604,2.1792312,7.806277,-18.749685,7.7551756,75.043785,-53.715267,3.693936,11.532135
233,-0.027173428,6.915987492,2.805798769,-17.02687796,-82.8958518,-72.51214001,-12.798969,16.454643,23.63585,14.9889345,27.696732,-15.000033,-14.338692,-19.6152,-25.3324,21.689478,21.14539,6.366344,-1.8780522,-3.5030262,-1.545739,8.956579,26.12222,-23.877947,69.41715,18.534351,11.272756,2.1892726,7.7910743,-18.750227,7.7872543,75.050606,-53.72444,3.6926627,11.525701
234,-0.026978604,6.918279171,2.807221889,-17.00529551,-82.89691295,-72.53615896,-12.795602,16.461721,23.653904,14.989818,27.68247,-15.000033,-14.340371,-19.607897,-25.329336,21.689417,21.138178,6.3551874,-1.886312,-3.4999576,-1.5410411,8.962217,26.112091,-23.895842,69.43624,18.678104,11.2714,2.2010095,7.7825756,-18.750277,7.811822,75.05585,-53.74507,3.688126,11.513696
235,-0.025717977,6.917761803,2.803300619,-16.97387454,-82.89492534,-72.56888143,-12.795017,16.46676,23.670115,14.988228,27.67356,-15.000033,-14.347608,-19.600855,-25.32173,21.689865,21.13261,6.3426414,-1.8933027,-3.4970486,-1.5375584,8.970316,26.101202,-23.916935,69.45729,18.823008,11.2594,2.2128496,7.774788,-18.749702,7.831869,75.05964,-53.768288,3.6817877,11.502396
236,-0.02443199,6.915554523,2.801092625,-16.92789664,-82.88810856,-72.61544446,-12.79873,16.469398,23.68643,14.985085,27.671055,-15.000033,-14.360199,-19.592598,-25.305788,21.685608,21.134928,6.3362384,-1.9042473,-3.4957135,-1.5332485,8.988251,26.094015,-23.932194,69.47931,18.953888,11.224022,2.223857,7.7617598,-18.749147,7.8413596,75.0599,-53.789356,3.6765976,11.497521
237,-0.020072531,6.91877079,2.802494049,-16.84146865,-82.87387528,-72.69961054,-12.806189,16.468208,23.708578,14.974298,27.680702,-15.000033,-14.382276,-19.583088,-25.27568,21.673025,21.151161,6.339158,-1.9312494,-3.4928985,-1.5239336,9.031769,26.082075,-23.952524,69.48286,19.044397,11.16853,2.2439742,7.735391,-18.74878,7.842799,75.04957,-53.814228,3.6751866,11.504425
238,-0.018311994,6.919872761,2.807881594,-16.72908419,-82.85340548,-72.80934145,-12.825071,16.467752,23.731182,14.9747095,27.69035,-15.000033,-14.41477,-19.573322,-25.234797,21.661022,21.172634,6.346926,-1.9658624,-3.4878376,-1.5132904,9.086611,26.065622,-23.97837,69.48285,19.11076,11.095734,2.2705147,7.6946874,-18.749609,7.830761,75.04291,-53.847054,3.671967,11.517747
239,-0.020433767,6.917702198,2.813287258,-16.62781148,-82.83353124,-72.90680581,-12.841529,16.463915,23.747807,14.968041,27.706427,-15.000033,-14.445182,-19.56325,-25.193779,21.647228,21.195814,6.3557997,-1.9929671,-3.4870918,-1.4998283,9.140149,26.058786,-23.980473,69.49114,19.201523,11.001421,2.2830467,7.673219,-18.75024,7.8166275,75.01527,-53.865673,3.6715193,11.5327835
240,-0.015329611,6.920278072,2.811415911,-16.57535281,-82.81952876,-72.95712909,-12.854832,16.458458,23.74902,14.961303,27.721525,-15.000033,-14.465407,-19.553108,-25.162115,21.63507,21.213007,6.3618693,-1.9907222,-3.4798665,-1.4891897,9.186685,26.042538,-23.934658,69.51992,19.370056,10.885878,2.2764685,7.667026,-18.75122,7.7804713,74.99791,-53.87818,3.6718702,11.538556
241,-0.014685227,6.923650742,2.80888772,-16.60655738,-82.81511604,-72.9260945,-12.862826,16.452267,23.729174,14.956054,27.733383,-15.000033,-14.468464,-19.543444,-25.146713,21.625906,21.221422,6.365648,-1.96291,-3.4699974,-1.4638032,9.220179,26.01648,-23.770538,69.58003,19.68713,10.731857,2.2387493,7.6997914,-18.751795,7.729483,74.94826,-53.87246,3.6812327,11.53467
242,-0.014888642,6.922964573,2.80715847,-16.6863693,-82.81605067,-72.84753864,-12.864907,16.443336,23.695677,14.9437,27.748869,-15.000033,-14.4601345,-19.533316,-25.140818,21.614813,21.227043,6.368635,-1.9688201,-3.4500155,-1.4295526,9.283519,25.956194,-23.437897,69.656,20.135187,10.544821,2.188362,7.6979184,-18.756063,7.716718,74.92172,-53.849392,3.699147,11.520176
243,-0.015164022,6.924861908,2.807542801,-16.78414514,-82.81988278,-72.75235751,-12.872185,16.435982,23.65066,14.945698,27.757309,-15.000033,-14.450567,-19.522888,-25.135529,21.610184,21.226885,6.3684354,-1.9844666,-3.4207788,-1.410096,9.335799,25.878372,-23.094467,69.76618,20.58969,10.3568535,2.1353111,7.681494,-18.766401,7.7364397,74.923744,-53.813053,3.7204452,11.501061
244,-0.015387193,6.923984051,2.810139656,-16.8489488,-82.82490311,-72.68978619,-12.877622,16.426836,23.602201,14.946061,27.768229,-15.000033,-14.443847,-19.510408,-25.123089,21.606522,21.226194,6.3627405,-1.9658116,-3.3958418,-1.4015539,9.3492775,25.82994,-22.876862,69.87751,20.947416,10.198163,2.0783756,7.7011795,-18.772955,7.716123,74.9118,-53.80446,3.7365897,11.484502
245,-0.014659023,6.925925732,2.81359458,-16.88002292,-82.83140907,-72.66159656,-12.880373,16.41504,23.546654,14.943194,27.78458,-15.000033,-14.440091,-19.4954,-25.103157,21.604378,21.222628,6.3461456,-1.9573457,-3.3644328,-1.4049668,9.358789,25.786045,-22.734526,69.97359,21.21465,10.07824,2.0221198,7.711119,-18.778261,7.6892667,74.917786,-53.83952,3.750821,11.465563
246,-0.016152781,6.928376198,2.81684947,-16.90517068,-82.84022919,-72.64177364,-12.887749,16.404554,23.479588,14.953733,27.795898,-15.000033,-14.438464,-19.479506,-25.07972,21.609266,21.212864,6.321449,-1.9505769,-3.3230114,-1.4176881,9.345974,25.728292,-22.637384,70.08819,21.439476,9.980185,1.9673642,7.7184095,-18.7846,7.651202,74.93712,-53.90642,3.766376,11.442537
247,-0.016946075,6.927975178,2.816898108,-16.90323492,-82.85013725,-72.64737831,-12.894842,16.392975,23.41392,14.966035,27.805101,-15.000033,-14.439004,-19.46235,-25.04968,21.615261,21.204477,6.2986875,-1.9268566,-3.2915235,-1.4362752,9.329097,25.699642,-22.59885,70.18466,21.61451,9.898255,1.9082073,7.7411804,-18.786276,7.611668,74.95147,-53.969803,3.7785492,11.424239
248,-0.018464342,6.930454254,2.818900108,-16.88228769,-82.85999011,-72.6693801,-12.895774,16.378534,23.360865,14.969208,27.813608,-15.000033,-14.439304,-19.44308,-25.012062,21.61528,21.205473,6.288064,-1.8994979,-3.2715545,-1.4538041,9.326738,25.690598,-22.583681,70.25115,21.761671,9.8313875,1.8589934,7.7571306,-18.786163,7.5974154,74.96959,-54.00658,3.7874694,11.416289
249,-0.019944632,6.931376457,2.821508408,-16.85217013,-82.87036853,-72.70223073,-12.891443,16.36485,23.32679,14.9672365,27.814371,-15.000033,-14.435013,-19.416935,-24.96697,21.600935,21.221277,6.2956886,-1.8711505,-3.2519991,-1.4486688,9.285385,25.642052,-22.53678,70.35024,21.943832,9.775109,1.8360378,7.7878547,-18.785624,7.581203,74.94802,-54.03891,3.8033974,11.418771
250,-0.019034876,6.929303646,2.824460506,-16.80393106,-82.88145576,-72.75069148,-12.88915,16.352016,23.303297,14.974784,27.802402,-15.000033,-14.433606,-19.389818,-24.912785,21.588455,21.24096,6.315116,-1.8378597,-3.2456143,-1.4453144,9.268082,25.629467,-22.530773,70.403725,22.078348,9.737074,1.8179555,7.8067856,-18.785498,7.5975676,74.939766,-54.037468,3.8141186,11.432038
251,-0.01539566,6.929109097,2.828282356,-16.73105269,-82.8920173,-72.82379824,-12.883232,16.336765,23.280666,14.974421,27.797222,-15.000033,-14.432498,-19.36076,-24.854439,21.571487,21.266844,6.33695,-1.8330905,-3.23477,-1.4581468,9.238201,25.573715,-22.50965,70.5039,22.214012,9.709328,1.8173933,7.7986813,-18.78543,7.6637397,74.96023,-54.02739,3.82942,11.445488
252,-0.015462138,6.925593853,2.833833456,-16.61865254,-82.90046241,-72.93309526,-12.874914,16.315895,23.248772,14.9647255,27.808535,-15.000033,-14.438421,-19.33601,-24.792349,21.560822,21.292702,6.351999,-1.8170027,-3.2311442,-1.4739106,9.227852,25.542025,-22.500786,70.569756,22.344234,9.681795,1.8040069,7.797569,-18.785711,7.68987,74.97787,-54.05788,3.8277159,11.463728
253,-0.018296581,6.92083931,2.838497162,-16.46701599,-82.90672132,-73.07790538,-12.871254,16.28969,23.196075,14.956517,27.841185,-15.000033,-14.454742,-19.318398,-24.726192,21.564463,21.318811,6.357423,-1.8063495,-3.2322757,-1.5024841,9.226507,25.513826,-22.49166,70.63853,22.484795,9.649655,1.7822428,7.7874737,-18.784454,7.6942997,75.01048,-54.13725,3.8123846,11.484871
254,-0.020711536,6.919001102,2.844976187,-16.2883974,-82.91124604,-73.24663816,-12.865667,16.257666,23.132729,14.939638,27.89293,-15.000033,-14.477323,-19.304705,-24.655312,21.574175,21.34859,6.3582206,-1.7968861,-3.238531,-1.5371299,9.238198,25.490597,-22.486998,70.69366,22.62656,9.619957,1.7553083,7.7771664,-18.781908,7.6842184,75.04396,-54.248783,3.7871032,11.510939
255,-0.020608127,6.916948318,2.854310989,-16.06128729,-82.91428538,-73.46230019,-12.856175,16.223944,23.072655,14.91456,27.945818,-15.000033,-14.5019045,-19.289934,-24.58247,21.580288,21.376883,6.357119,-1.7846171,-3.245789,-1.5795909,9.241044,25.462032,-22.487284,70.7613,22.758762,9.594722,1.7309443,7.759475,-18.776955,7.659648,75.09497,-54.375507,3.7522132,11.536254
256,-0.021711068,6.916117668,2.865316629,-15.79869887,-82.914508,-73.71717964,-12.853624,16.199383,23.025637,14.907609,27.968311,-15.000033,-14.528648,-19.269497,-24.51045,21.58152,21.39394,6.356056,-1.7687403,-3.2523112,-1.6278276,9.251136,25.437557,-22.491638,70.813896,22.857815,9.579091,1.7079937,7.7505336,-18.772049,7.6339245,75.14529,-54.484543,3.7095063,11.561286
257,-0.023087602,6.916110039,2.877862692,-15.44470524,-82.91150091,-74.06446601,-12.847422,16.18026,23.003725,14.898305,27.968285,-15.000033,-14.558497,-19.24029,-24.434456,21.569939,21.403526,6.3536835,-1.7449286,-3.2606366,-1.693808,9.24431,25.420727,-22.505198,70.88658,22.92044,9.569306,1.6817719,7.716782,-18.766611,7.5955567,75.25437,-54.598774,3.6387033,11.581725
258,-0.026688688,6.916966915,2.888172626,-15.03962635,-82.90526392,-74.46578454,-12.842075,16.166986,22.995525,14.894097,27.95062,-15.000033,-14.59065,-19.204342,-24.35671,21.55001,21.407614,6.3493123,-1.6992743,-3.2664187,-1.7672148,9.210156,25.389776,-22.548931,70.9774,22.95079,9.573037,1.66106,7.6935325,-18.7532,7.5187683,75.374245,-54.726734,3.556686,11.598798
259,-0.028881626,6.917408943,2.903232098,-14.628392,-82.89772897,-74.87318625,-12.835783,16.154985,22.99202,14.888666,27.919262,-15.000033,-14.619862,-19.167658,-24.28368,21.524345,21.404074,6.3472853,-1.6456288,-3.2745957,-1.8435928,9.163248,25.358126,-22.60104,71.08116,22.966293,9.576995,1.6459091,7.683417,-18.737309,7.439597,75.48351,-54.83189,3.4780707,11.614444
260,-0.030302545,6.923558712,2.91458869,-14.27281327,-82.89078196,-75.22404801,-12.825126,16.139078,22.983648,14.873131,27.879139,-15.000033,-14.640114,-19.13663,-24.222898,21.496618,21.3892,6.3519974,-1.597966,-3.2848108,-1.9096845,9.133757,25.331055,-22.632168,71.1646,22.988836,9.574795,1.6397558,7.682893,-18.724268,7.3794827,75.55936,-54.886,3.4196494,11.630279
261,-0.033821341,6.930486679,2.924120426,-13.97800167,-82.88267241,-75.51243993,-12.810216,16.116982,22.967241,14.843612,27.827501,-15.000033,-14.650842,-19.111298,-24.175068,21.462547,21.362047,6.370042,-1.5646127,-3.299614,-1.9686552,9.147577,25.321686,-22.627909,71.20624,23.016544,9.557024,1.6376901,7.6891704,-18.721535,7.3627625,75.59754,-54.872887,3.3772848,11.654297
262,-0.034535293,6.938470364,2.935051918,-13.70083085,-82.87327384,-75.78182027,-12.786988,16.08871,22.950836,14.792915,27.769869,-15.000033,-14.653846,-19.088644,-24.135983,21.417677,21.326992,6.3973794,-1.5244466,-3.3150568,-2.0218015,9.163746,25.310013,-22.607876,71.24528,23.05455,9.531089,1.6471037,7.710024,-18.72074,7.340549,75.60781,-54.834946,3.3458495,11.680012
263,-0.033424422,6.948610306,2.943919897,-13.48258439,-82.8670388,-75.99240535,-12.767663,16.064354,22.931797,14.756594,27.696445,-15.000033,-14.651984,-19.071342,-24.107407,21.381693,21.279922,6.421881,-1.4937074,-3.3274903,-2.058878,9.180799,25.289476,-22.567036,71.27645,23.100904,9.510295,1.666727,7.7395344,-18.724012,7.325196,75.58644,-54.75773,3.33545,11.700124
264,-0.035017449,6.957654476,2.953563929,-13.35660286,-82.86748521,-76.11397982,-12.744976,16.044538,22.914816,14.724953,27.623232,-15.000033,-14.641821,-19.059267,-24.091743,21.35598,21.227507,6.4316597,-1.4682928,-3.342572,-2.0846314,9.191151,25.28223,-22.54447,71.300705,23.13177,9.504775,1.6898298,7.7584987,-18.725376,7.318636,75.571045,-54.62864,3.3494933,11.703544
265,-0.037267525,6.968191147,2.961393833,-13.33278856,-82.87947353,-76.13367093,-12.715574,16.029293,22.901308,14.702308,27.544825,-15.000033,-14.619572,-19.055958,-24.089685,21.34788,21.162895,6.4229317,-1.461287,-3.355381,-2.0753758,9.193715,25.261713,-22.485012,71.30709,23.183622,9.529138,1.7263596,7.8049154,-18.726473,7.308154,75.48763,-54.423954,3.4151938,11.686286
266,-0.041475501,6.976491928,2.965478897,-13.42062888,-82.89900044,-76.04333157,-12.682779,16.018465,22.888039,14.688004,27.458555,-15.000033,-14.586246,-19.058762,-24.10144,21.351156,21.08708,6.4021482,-1.4610571,-3.370252,-2.0505462,9.182218,25.24255,-22.42775,71.31422,23.231468,9.571752,1.7724627,7.8457036,-18.723026,7.3010144,75.395905,-54.15057,3.517576,11.650057
267,-0.046699155,6.984404564,2.962775707,-13.52854045,-82.92036115,-75.9339635,-12.652316,16.010471,22.876415,14.677039,27.374825,-15.000033,-14.552945,-19.065268,-24.121738,21.35988,21.011627,6.373582,-1.4611965,-3.3850896,-2.0166852,9.170583,25.228842,-22.382751,71.31669,23.275278,9.614528,1.8228216,7.8852,-18.71696,7.294674,75.304,-53.88645,3.6217644,11.606645
268,-0.052382581,6.991867065,2.958001137,-13.61096512,-82.93674199,-75.85090196,-12.631673,16.005373,22.866018,14.667042,27.303606,-15.000033,-14.530537,-19.072569,-24.146248,21.368786,20.947527,6.3414655,-1.4610475,-3.3960683,-1.9835461,9.171931,25.221535,-22.35764,71.316795,23.317837,9.6382885,1.8740525,7.907132,-18.71265,7.2905855,75.24391,-53.712547,3.6922681,11.567252
269,-0.052286819,6.999911308,2.94826746,-13.65266866,-82.9488961,-75.81121557,-12.623422,16.004087,22.853844,14.66014,27.24841,-15.000033,-14.519982,-19.080797,-24.178375,21.37928,20.897392,6.301562,-1.4658818,-3.3986268,-1.9497373,9.18826,25.216673,-22.34217,71.32269,23.365858,9.630096,1.9228941,7.913952,-18.709846,7.2863173,75.2147,-53.660374,3.7237463,11.528139
270,-0.056373917,7.006281853,2.937597752,-13.68489599,-82.96000386,-75.78168934,-12.622691,16.00612,22.840946,14.656701,27.203661,-15.000033,-14.51661,-19.092005,-24.218647,21.394663,20.85516,6.2534447,-1.4812557,-3.3924234,-1.9030731,9.223825,25.200226,-22.31228,71.319046,23.43094,9.605901,1.9797503,7.910038,-18.701862,7.2776165,75.19446,-53.691566,3.7394345,11.482924
271,-0.058657404,7.013509274,2.927215815,-13.70906888,-82.96602689,-75.7604642,-12.628288,16.009878,22.83304,14.652276,27.165283,-15.000033,-14.519421,-19.103031,-24.259954,21.40673,20.819616,6.207134,-1.4942701,-3.3896291,-1.8580846,9.252357,25.193386,-22.305748,71.323784,23.495623,9.579571,2.0410895,7.901492,-18.699219,7.2796364,75.18371,-53.76291,3.7354665,11.448707
272,-0.061083816,7.021353245,2.921111345,-13.69047898,-82.96458619,-75.78051125,-12.635931,16.012346,22.837317,14.638624,27.131075,-15.000033,-14.530001,-19.112606,-24.293772,21.410069,20.789865,6.1724615,-1.5082071,-3.3980038,-1.8108288,9.284111,25.183086,-22.300056,71.314095,23.57251,9.573889,2.118548,7.9001884,-18.69555,7.2993383,75.15428,-53.848545,3.7201734,11.435908
273,-0.058549743,7.028272629,2.91744113,-13.61489773,-82.95193511,-75.85605296,-12.648219,16.012028,22.857048,14.612385,27.100393,-15.000033,-14.552835,-19.119587,-24.315147,21.400866,20.766838,6.1535077,-1.5462637,-3.4226346,-1.776391,9.322002,25.164118,-22.281427,71.307236,23.664942,9.596988,2.2176993,7.894715,-18.688295,7.3910837,75.11435,-53.93786,3.6986775,11.452031
274,-0.058036391,7.034893513,2.911389351,-13.50760509,-82.93041151,-75.96227191,-12.671293,16.013037,22.886116,14.590067,27.067614,-15.000033,-14.587667,-19.126247,-24.329483,21.387306,20.748114,6.144568,-1.5718771,-3.458549,-1.7342162,9.35034,25.155191,-22.278694,71.28733,23.76924,9.632618,2.3231769,7.903226,-18.68418,7.4760404,75.05142,-54.06942,3.6538992,11.493199
